Id_Reference,Nom_Intersection,Date,Periode,Heure,Minute,NBLT,NBT,NBRT,SBLT,SBT,SBRT,EBLT,EBT,EBRT,WBLT,WBT,WBRT,Approche_Nord,Approche_Sud,Approche_Est,Approche_Ouest,Bus,Circulation
9706,Saint-Laurent / Sauvé,2021-05-13,09:30:00,9,30,14,47,15,2,77,9,1,54,21,21,53,4,0,0,0,0,121,318
9706,Saint-Laurent / Sauvé,2021-05-13,09:45:00,9,45,15,34,15,5,83,8,1,76,29,19,59,7,0,0,0,0,121,351
9706,Saint-Laurent / Sauvé,2021-05-13,10:00:00,10,0,19,42,10,1,71,3,0,50,21,18,56,4,0,0,0,0,121,295
9706,Saint-Laurent / Sauvé,2021-05-13,10:15:00,10,15,9,42,16,4,77,14,0,63,21,17,38,5,0,0,0,0,121,306
9706,Saint-Laurent / Sauvé,2021-05-13,10:30:00,10,30,7,45,12,4,89,8,0,69,20,13,54,6,0,0,0,0,121,327
9706,Saint-Laurent / Sauvé,2021-05-13,10:45:00,10,45,11,39,16,4,86,12,0,63,22,27,45,6,0,0,0,0,121,331
9706,Saint-Laurent / Sauvé,2021-05-13,11:00:00,11,0,18,43,10,2,69,10,1,70,21,22,54,6,0,0,0,0,121,326
9706,Saint-Laurent / Sauvé,2021-05-13,11:15:00,11,15,15,50,13,2,74,10,0,82,31,22,51,3,0,0,0,0,121,353
9706,Saint-Laurent / Sauvé,2021-05-13,11:30:00,11,30,9,66,21,5,83,10,0,75,29,14,62,3,0,0,0,0,121,377
9706,Saint-Laurent / Sauvé,2021-05-13,11:45:00,11,45,16,48,16,2,83,11,0,81,19,31,62,7,0,0,0,0,121,376
9706,Saint-Laurent / Sauvé,2021-05-13,12:00:00,12,0,12,59,22,4,78,7,1,87,26,21,62,11,0,0,0,0,121,390
9706,Saint-Laurent / Sauvé,2021-05-13,12:15:00,12,15,14,49,24,6,102,14,1,89,26,19,56,4,0,0,0,0,121,404
9706,Saint-Laurent / Sauvé,2021-05-13,12:30:00,12,30,24,48,25,4,106,7,0,85,39,20,52,7,0,0,0,0,121,417
9706,Saint-Laurent / Sauvé,2021-05-13,12:45:00,12,45,16,59,18,9,132,11,1,90,19,14,56,9,0,0,0,0,121,434
9706,Saint-Laurent / Sauvé,2021-05-13,13:00:00,13,0,20,46,15,1,106,11,0,81,19,22,55,7,0,0,0,0,121,383
9706,Saint-Laurent / Sauvé,2021-05-13,13:15:00,13,15,11,41,12,4,97,10,1,76,36,20,46,7,0,0,0,0,121,361
9706,Saint-Laurent / Sauvé,2021-05-13,13:30:00,13,30,14,52,11,13,119,10,2,107,21,19,50,7,0,0,0,0,121,425
9706,Saint-Laurent / Sauvé,2021-05-13,13:45:00,13,45,12,61,16,3,85,10,1,100,30,22,57,11,0,0,0,0,121,408
9706,Saint-Laurent / Sauvé,2021-05-13,14:00:00,14,0,8,48,22,8,70,8,0,111,28,18,56,9,0,0,0,0,121,386
9706,Saint-Laurent / Sauvé,2021-05-13,14:15:00,14,15,15,54,24,6,94,5,1,103,25,20,56,6,0,0,0,0,121,409
9706,Saint-Laurent / Sauvé,2021-05-13,14:30:00,14,30,15,55,21,4,100,9,1,129,23,23,53,6,0,0,0,0,121,439
9706,Saint-Laurent / Sauvé,2021-05-13,14:45:00,14,45,14,60,17,9,84,13,2,112,25,19,78,4,0,0,0,0,121,437
9706,Saint-Laurent / Sauvé,2021-05-13,15:00:00,15,0,10,82,32,7,102,6,0,125,24,13,54,11,0,0,0,0,121,466
9706,Saint-Laurent / Sauvé,2021-05-13,15:15:00,15,15,25,83,25,9,94,10,2,105,27,20,64,3,0,0,0,0,121,467
9706,Saint-Laurent / Sauvé,2021-05-13,15:30:00,15,30,15,68,29,5,102,6,2,132,23,16,64,5,0,0,0,0,121,467
9706,Saint-Laurent / Sauvé,2021-05-13,15:45:00,15,45,10,101,16,7,115,10,0,136,18,24,70,12,0,0,0,0,121,519
9706,Saint-Laurent / Sauvé,2021-05-13,16:00:00,16,0,20,84,19,11,93,12,1,141,31,22,69,16,0,0,0,0,121,519
9706,Saint-Laurent / Sauvé,2021-05-13,16:15:00,16,15,14,98,26,6,91,9,0,149,24,23,69,6,0,0,0,0,121,515
9706,Saint-Laurent / Sauvé,2021-05-13,16:30:00,16,30,18,87,24,9,101,9,1,163,37,22,61,10,0,0,0,0,121,542
9706,Saint-Laurent / Sauvé,2021-05-13,16:45:00,16,45,14,89,34,8,129,13,2,150,36,23,71,4,0,0,0,0,121,573
9706,Saint-Laurent / Sauvé,2021-05-13,17:00:00,17,0,11,88,29,11,115,12,0,149,36,28,75,10,0,0,0,0,121,564
9706,Saint-Laurent / Sauvé,2021-05-13,17:15:00,17,15,13,109,18,10,113,14,1,148,39,15,59,11,0,0,0,0,121,550
9706,Saint-Laurent / Sauvé,2021-05-13,17:30:00,17,30,17,103,25,8,123,9,2,124,24,26,72,10,0,0,0,0,121,543
9706,Saint-Laurent / Sauvé,2021-05-13,17:45:00,17,45,7,72,23,10,130,15,2,145,19,22,67,7,0,0,0,0,121,519
9707,Saint-Laurent / Sauvé,2021-05-15,06:00:00,6,0,1,8,1,1,21,1,0,7,4,7,13,0,0,0,0,0,121,64
9707,Saint-Laurent / Sauvé,2021-05-15,06:15:00,6,15,2,2,0,0,29,2,0,14,3,3,9,0,0,0,0,0,121,64
9707,Saint-Laurent / Sauvé,2021-05-15,06:30:00,6,30,1,10,5,0,30,2,0,7,2,8,14,1,0,0,0,0,121,80
9707,Saint-Laurent / Sauvé,2021-05-15,06:45:00,6,45,4,19,2,0,24,2,0,11,8,7,12,0,0,0,0,0,121,89
9707,Saint-Laurent / Sauvé,2021-05-15,07:00:00,7,0,2,13,1,2,32,1,0,9,3,7,16,2,0,0,0,0,121,88
9707,Saint-Laurent / Sauvé,2021-05-15,07:15:00,7,15,5,14,5,1,40,1,0,15,10,5,15,3,0,0,0,0,121,114
9707,Saint-Laurent / Sauvé,2021-05-15,07:30:00,7,30,5,16,3,2,36,1,0,13,12,7,11,0,0,0,0,0,121,106
9707,Saint-Laurent / Sauvé,2021-05-15,07:45:00,7,45,4,14,6,3,45,4,0,31,4,9,24,3,0,0,0,0,121,147
9707,Saint-Laurent / Sauvé,2021-05-15,08:00:00,8,0,5,13,13,1,55,3,0,27,6,12,39,2,0,0,0,0,121,176
9707,Saint-Laurent / Sauvé,2021-05-15,08:15:00,8,15,1,23,6,1,55,9,0,41,10,10,37,1,0,0,0,0,121,194
9707,Saint-Laurent / Sauvé,2021-05-15,08:30:00,8,30,11,26,10,5,65,5,0,45,14,13,38,2,0,0,0,0,121,234
9707,Saint-Laurent / Sauvé,2021-05-15,08:45:00,8,45,9,26,12,1,85,9,0,28,13,17,38,4,0,0,0,0,121,242
9707,Saint-Laurent / Sauvé,2021-05-15,09:00:00,9,0,12,24,14,1,71,7,1,42,13,10,52,5,0,0,0,0,121,252
9707,Saint-Laurent / Sauvé,2021-05-15,09:15:00,9,15,9,38,11,4,68,10,0,59,8,15,48,4,0,0,0,0,121,274
9707,Saint-Laurent / Sauvé,2021-05-15,09:30:00,9,30,14,34,8,3,99,4,0,57,19,17,37,4,0,0,0,0,121,296
9707,Saint-Laurent / Sauvé,2021-05-15,09:45:00,9,45,9,34,16,3,114,7,0,51,16,14,59,9,0,0,0,0,121,332
9707,Saint-Laurent / Sauvé,2021-05-15,10:00:00,10,0,11,51,15,5,96,5,0,67,20,26,52,6,0,0,0,0,121,354
9707,Saint-Laurent / Sauvé,2021-05-15,10:15:00,10,15,12,57,15,6,91,16,0,77,26,24,46,10,0,0,0,0,121,380
9707,Saint-Laurent / Sauvé,2021-05-15,10:30:00,10,30,11,58,15,8,117,10,0,73,22,29,69,7,0,0,0,0,121,419
9707,Saint-Laurent / Sauvé,2021-05-15,10:45:00,10,45,7,59,18,4,100,15,2,77,19,19,65,5,0,0,0,0,121,390
9707,Saint-Laurent / Sauvé,2021-05-15,11:00:00,11,0,9,62,19,3,113,3,1,74,16,25,74,9,0,0,0,0,121,408
9707,Saint-Laurent / Sauvé,2021-05-15,11:15:00,11,15,10,50,24,8,90,14,1,72,20,21,69,7,0,0,0,0,121,386
9707,Saint-Laurent / Sauvé,2021-05-15,11:30:00,11,30,14,61,7,9,91,8,0,81,22,19,56,12,0,0,0,0,121,380
9707,Saint-Laurent / Sauvé,2021-05-15,11:45:00,11,45,17,61,24,5,119,11,1,98,26,29,69,6,0,0,0,0,121,466
9707,Saint-Laurent / Sauvé,2021-05-15,12:00:00,12,0,11,58,19,8,101,11,1,85,22,17,85,8,0,0,0,0,121,426
9707,Saint-Laurent / Sauvé,2021-05-15,12:15:00,12,15,13,64,18,6,89,7,0,90,19,20,68,17,0,0,0,0,121,411
9707,Saint-Laurent / Sauvé,2021-05-15,12:30:00,12,30,13,73,31,3,113,12,1,105,16,21,65,3,0,0,0,0,121,456
9707,Saint-Laurent / Sauvé,2021-05-15,12:45:00,12,45,8,58,15,7,112,13,3,48,24,28,65,14,0,0,0,0,121,395
9707,Saint-Laurent / Sauvé,2021-05-15,13:00:00,13,0,5,68,15,24,126,1,4,3,4,65,5,24,0,0,0,0,121,344
9707,Saint-Laurent / Sauvé,2021-05-15,13:15:00,13,15,4,63,30,24,120,1,1,2,4,61,0,27,0,0,0,0,121,337
9707,Saint-Laurent / Sauvé,2021-05-15,13:30:00,13,30,18,63,21,12,109,6,1,73,11,29,38,13,0,0,0,0,121,394
9707,Saint-Laurent / Sauvé,2021-05-15,13:45:00,13,45,10,68,26,9,95,14,0,81,18,14,58,6,0,0,0,0,121,399
9707,Saint-Laurent / Sauvé,2021-05-15,14:00:00,14,0,13,57,20,5,101,9,0,87,21,19,74,14,0,0,0,0,121,420
9707,Saint-Laurent / Sauvé,2021-05-15,14:15:00,14,15,10,66,25,9,83,13,1,72,19,18,58,12,0,0,0,0,121,386
9707,Saint-Laurent / Sauvé,2021-05-15,14:30:00,14,30,6,65,16,8,110,8,0,73,13,21,66,10,0,0,0,0,121,396
9707,Saint-Laurent / Sauvé,2021-05-15,14:45:00,14,45,13,66,18,6,128,15,2,73,15,24,64,6,0,0,0,0,121,430
9707,Saint-Laurent / Sauvé,2021-05-15,15:00:00,15,0,14,56,14,12,120,10,2,104,23,27,63,12,0,0,0,0,121,457
9707,Saint-Laurent / Sauvé,2021-05-15,15:15:00,15,15,10,61,19,7,89,8,0,101,22,16,61,4,0,0,0,0,121,398
9707,Saint-Laurent / Sauvé,2021-05-15,15:30:00,15,30,8,74,21,5,103,11,0,78,22,23,48,10,0,0,0,0,121,403
9707,Saint-Laurent / Sauvé,2021-05-15,15:45:00,15,45,8,70,25,4,120,8,1,72,15,20,61,3,0,0,0,0,121,407
9707,Saint-Laurent / Sauvé,2021-05-15,16:00:00,16,0,16,69,23,5,93,6,1,69,18,23,64,6,0,0,0,0,121,393
9707,Saint-Laurent / Sauvé,2021-05-15,16:15:00,16,15,9,61,18,8,76,11,0,100,21,20,60,4,0,0,0,0,121,388
9707,Saint-Laurent / Sauvé,2021-05-15,16:30:00,16,30,8,65,16,3,111,6,1,84,15,9,41,6,0,0,0,0,121,365
9707,Saint-Laurent / Sauvé,2021-05-15,16:45:00,16,45,7,67,19,7,95,9,0,82,21,23,39,9,0,0,0,0,121,378
9707,Saint-Laurent / Sauvé,2021-05-15,17:00:00,17,0,9,78,30,7,67,5,1,81,18,19,60,8,0,0,0,0,121,383
9707,Saint-Laurent / Sauvé,2021-05-15,17:15:00,17,15,7,72,20,5,86,15,1,84,16,17,35,6,0,0,0,0,121,364
9707,Saint-Laurent / Sauvé,2021-05-15,17:30:00,17,30,9,54,13,5,73,9,2,71,13,15,45,5,0,0,0,0,121,314
9707,Saint-Laurent / Sauvé,2021-05-15,17:45:00,17,45,12,55,15,5,75,4,1,64,11,16,45,8,0,0,0,0,121,311
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,06:00:00,6,0,6,14,0,0,25,11,0,0,0,7,109,16,0,0,0,0,100_460,188
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,06:15:00,6,15,9,16,0,0,49,14,0,0,0,6,125,14,0,0,0,0,100_460,233
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,06:30:00,6,30,8,25,0,0,83,31,0,0,0,12,168,17,0,0,0,0,100_460,344
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,06:45:00,6,45,4,21,0,0,50,28,0,0,0,8,143,11,0,0,0,0,100_460,265
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,07:00:00,7,0,4,31,0,0,96,28,0,0,0,10,154,21,0,0,0,0,100_460,344
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,07:15:00,7,15,4,44,0,0,107,32,0,0,0,13,193,23,0,0,0,0,100_460,416
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,07:30:00,7,30,3,44,0,0,119,53,0,0,0,8,196,23,0,0,0,0,100_460,446
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,07:45:00,7,45,2,44,0,0,90,54,0,0,0,8,235,26,0,0,0,0,100_460,459
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,08:00:00,8,0,3,56,0,0,95,45,0,0,0,11,184,32,0,0,0,0,100_460,426
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,08:15:00,8,15,4,56,0,0,89,35,0,0,0,10,192,33,0,0,0,0,100_460,419
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,08:30:00,8,30,0,44,0,0,119,33,0,0,0,14,187,33,0,0,0,0,100_460,430
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,08:45:00,8,45,4,65,0,0,76,34,0,0,0,8,130,20,0,0,0,0,100_460,337
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,09:00:00,9,0,11,43,0,0,87,23,0,0,0,14,145,30,0,0,0,0,100_460,353
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,09:15:00,9,15,10,32,0,0,55,23,0,0,0,13,150,19,0,0,0,0,100_460,302
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,09:30:00,9,30,12,37,0,0,69,23,0,0,0,20,179,17,0,0,0,0,100_460,357
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,09:45:00,9,45,25,40,0,0,79,20,0,0,0,16,157,34,0,0,0,0,100_460,371
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,10:00:00,10,0,16,29,0,0,69,16,0,0,0,15,155,26,0,0,0,0,100_460,326
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,10:15:00,10,15,23,38,0,0,79,25,0,0,0,13,122,23,0,0,0,0,100_460,323
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,10:30:00,10,30,17,39,0,0,60,20,0,0,0,7,132,31,0,0,0,0,100_460,306
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,10:45:00,10,45,19,33,0,0,70,16,0,0,0,17,145,30,0,0,0,0,100_460,330
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,11:00:00,11,0,15,42,0,0,41,22,0,0,0,11,133,24,0,0,0,0,100_460,288
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,11:15:00,11,15,19,48,0,0,57,26,0,0,0,13,140,23,0,0,0,0,100_460,326
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,11:30:00,11,30,27,47,0,0,63,19,0,0,0,17,135,34,0,0,0,0,100_460,342
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,11:45:00,11,45,31,34,0,0,61,20,0,0,0,16,146,27,0,0,0,0,100_460,335
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,12:00:00,12,0,27,53,0,0,70,24,0,0,0,17,190,25,0,0,0,0,100_460,406
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,12:15:00,12,15,29,48,0,0,78,24,0,0,0,15,146,44,0,0,0,0,100_460,384
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,12:30:00,12,30,27,64,0,0,82,25,0,0,0,20,157,42,0,0,0,0,100_460,417
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,12:45:00,12,45,16,49,0,0,72,20,0,0,0,20,183,30,0,0,0,0,100_460,390
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,13:00:00,13,0,23,52,0,0,96,17,0,0,0,12,174,38,0,0,0,0,100_460,412
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,13:15:00,13,15,20,48,0,0,86,15,0,0,0,14,182,39,0,0,0,0,100_460,404
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,13:30:00,13,30,28,44,0,0,83,23,0,0,0,12,191,41,0,0,0,0,100_460,422
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,13:45:00,13,45,18,45,0,0,85,27,0,0,0,11,197,34,0,0,0,0,100_460,417
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,14:00:00,14,0,22,43,0,0,74,25,0,0,0,10,190,29,0,0,0,0,100_460,393
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,14:15:00,14,15,23,57,0,0,92,23,0,0,0,18,194,36,0,0,0,0,100_460,443
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,14:30:00,14,30,16,63,0,0,70,16,0,0,0,14,201,49,0,0,0,0,100_460,429
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,14:45:00,14,45,18,51,0,0,81,27,0,0,0,10,190,37,0,0,0,0,100_460,414
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,15:00:00,15,0,11,61,0,0,86,27,0,0,0,11,197,39,0,0,0,0,100_460,432
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,15:15:00,15,15,5,54,0,0,70,32,0,0,0,18,206,45,0,0,0,0,100_460,430
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,15:30:00,15,30,7,65,0,0,80,20,0,0,0,16,208,48,0,0,0,0,100_460,444
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,15:45:00,15,45,6,71,0,0,89,22,0,0,0,18,183,44,0,0,0,0,100_460,433
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,16:00:00,16,0,5,69,0,0,84,32,0,0,0,11,219,52,0,0,0,0,100_460,472
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,16:15:00,16,15,3,77,0,0,81,24,0,0,0,15,225,47,0,0,0,0,100_460,472
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,16:30:00,16,30,4,75,0,0,88,27,0,0,0,20,253,52,0,0,0,0,100_460,519
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,16:45:00,16,45,6,96,0,0,93,24,0,0,0,17,300,43,0,0,0,0,100_460,579
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,17:00:00,17,0,2,71,0,0,80,26,0,0,0,8,291,30,0,0,0,0,100_460,508
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,17:15:00,17,15,9,62,0,0,96,40,0,0,0,13,306,45,0,0,0,0,100_460,571
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,17:30:00,17,30,9,56,0,0,90,22,0,0,0,14,278,47,0,0,0,0,100_460,516
9714,Crémazie / Saint-Hubert inter. Nord,2021-05-13,17:45:00,17,45,3,76,0,0,73,23,0,0,0,18,265,45,0,0,0,0,100_460,503
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,06:00:00,6,0,3,6,0,0,7,5,0,0,0,5,29,6,0,0,0,0,100_460,61
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,06:15:00,6,15,2,9,0,0,15,6,0,0,0,5,40,11,0,0,0,0,100_460,88
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,06:30:00,6,30,4,10,0,0,24,6,0,0,0,4,39,4,0,0,0,0,100_460,91
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,06:45:00,6,45,1,9,0,0,15,6,0,0,0,3,45,11,0,0,0,0,100_460,90
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,07:00:00,7,0,2,19,0,0,18,6,0,0,0,7,42,9,0,0,0,0,100_460,103
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,07:15:00,7,15,7,9,0,0,30,4,0,0,0,7,47,13,0,0,0,0,100_460,117
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,07:30:00,7,30,4,11,0,0,28,9,0,0,0,8,65,8,0,0,0,0,100_460,133
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,07:45:00,7,45,9,21,0,0,31,8,0,0,0,9,80,13,0,0,0,0,100_460,171
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,08:00:00,8,0,6,17,0,0,30,9,0,0,0,13,88,11,0,0,0,0,100_460,174
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,08:15:00,8,15,11,21,0,0,40,8,0,0,0,9,73,17,0,0,0,0,100_460,179
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,08:30:00,8,30,12,32,0,0,51,15,0,0,0,9,87,30,0,0,0,0,100_460,236
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,08:45:00,8,45,7,21,0,0,56,16,0,0,0,17,110,21,0,0,0,0,100_460,248
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,09:00:00,9,0,17,25,0,0,51,17,0,0,0,18,84,23,0,0,0,0,100_460,235
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,09:15:00,9,15,16,33,0,0,64,16,0,0,0,16,136,24,0,0,0,0,100_460,305
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,09:30:00,9,30,29,33,0,0,61,13,0,0,0,13,138,27,0,0,0,0,100_460,314
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,09:45:00,9,45,19,34,0,0,62,16,0,0,0,28,182,30,0,0,0,0,100_460,371
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,10:00:00,10,0,21,52,0,0,55,16,0,0,0,20,187,28,0,0,0,0,100_460,379
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,10:15:00,10,15,19,59,0,0,75,18,0,0,0,20,182,27,0,0,0,0,100_460,400
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,10:30:00,10,30,32,54,0,0,81,23,0,0,0,17,201,25,0,0,0,0,100_460,433
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,10:45:00,10,45,28,55,0,0,58,21,0,0,0,12,211,32,0,0,0,0,100_460,417
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,11:00:00,11,0,31,47,0,0,68,19,0,0,0,26,215,29,0,0,0,0,100_460,435
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,11:15:00,11,15,30,68,0,0,50,20,0,0,0,24,292,38,0,0,0,0,100_460,522
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,11:30:00,11,30,26,69,0,0,81,27,0,0,0,16,349,34,0,0,0,0,100_460,602
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,11:45:00,11,45,30,48,0,0,88,32,0,0,0,15,353,42,0,0,0,0,100_460,608
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,12:00:00,12,0,30,60,0,0,94,28,0,0,0,19,381,37,0,0,0,0,100_460,649
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,12:15:00,12,15,37,62,0,0,80,35,0,0,0,18,278,28,0,0,0,0,100_460,538
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,12:30:00,12,30,39,63,0,0,74,31,0,0,0,23,269,39,0,0,0,0,100_460,538
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,12:45:00,12,45,36,50,0,0,109,28,0,0,0,21,232,33,0,0,0,0,100_460,509
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,13:00:00,13,0,27,51,0,0,87,43,0,0,0,22,220,38,0,0,0,0,100_460,488
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,13:15:00,13,15,26,52,0,0,77,35,0,0,0,24,213,39,0,0,0,0,100_460,466
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,13:30:00,13,30,39,58,0,0,85,32,0,0,0,16,212,44,0,0,0,0,100_460,486
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,13:45:00,13,45,47,59,0,0,76,44,0,0,0,28,245,34,0,0,0,0,100_460,533
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,14:00:00,14,0,28,63,0,0,79,30,0,0,0,17,225,38,0,0,0,0,100_460,480
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,14:15:00,14,15,24,67,0,0,68,35,0,0,0,28,206,37,0,0,0,0,100_460,465
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,14:30:00,14,30,36,70,0,0,80,40,0,0,0,23,200,39,0,0,0,0,100_460,488
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,14:45:00,14,45,30,89,0,0,79,35,0,0,0,24,207,38,0,0,0,0,100_460,502
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,15:00:00,15,0,32,46,0,0,71,27,0,0,0,22,225,31,0,0,0,0,100_460,454
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,15:15:00,15,15,31,79,0,0,84,36,0,0,0,25,180,35,0,0,0,0,100_460,470
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,15:30:00,15,30,32,71,0,0,68,23,0,0,0,19,175,38,0,0,0,0,100_460,426
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,15:45:00,15,45,28,60,0,0,76,23,0,0,0,17,167,34,0,0,0,0,100_460,405
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,16:00:00,16,0,28,52,0,0,70,25,0,0,0,20,158,36,0,0,0,0,100_460,389
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,16:15:00,16,15,18,68,0,0,69,19,0,0,0,17,140,41,0,0,0,0,100_460,372
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,16:30:00,16,30,16,63,0,0,66,22,0,0,0,10,147,37,0,0,0,0,100_460,361
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,16:45:00,16,45,17,64,0,0,48,10,0,0,0,14,117,40,0,0,0,0,100_460,310
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,17:00:00,17,0,16,63,0,0,70,18,0,0,0,23,140,32,0,0,0,0,100_460,362
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,17:15:00,17,15,30,69,0,0,71,16,0,0,0,19,122,39,0,0,0,0,100_460,366
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,17:30:00,17,30,19,73,0,0,72,23,0,0,0,20,120,39,0,0,0,0,100_460,366
9715,Crémazie / Saint-Hubert inter. Nord,2021-05-15,17:45:00,17,45,15,64,0,0,64,14,0,0,0,9,150,36,0,0,0,0,100_460,352
9716,Crémazie / Saint-Hubert inter. Sud,2021-05-15,06:00:00,6,0,0,6,11,10,3,0,4,47,2,0,0,0,0,0,0,0,100_460,83
9716,Crémazie / Saint-Hubert inter. Sud,2021-05-15,06:15:00,6,15,0,9,8,17,4,0,1,42,3,0,0,0,0,0,0,0,100_460,84
9716,Crémazie / Saint-Hubert inter. Sud,2021-05-15,06:30:00,6,30,0,9,7,20,6,0,6,69,3,0,0,0,0,0,0,0,100_460,120
9716,Crémazie / Saint-Hubert inter. Sud,2021-05-15,06:45:00,6,45,0,8,9,10,6,0,6,106,2,0,0,0,0,0,0,0,100_460,147
9716,Crémazie / Saint-Hubert inter. Sud,2021-05-15,07:00:00,7,0,0,15,12,24,11,0,5,110,4,0,0,0,0,0,0,0,100_460,181
